index,query,summary,label,rationale
394,"Roughly how many branches and ATMs does AU Small Finance Bank operate, and as of what date?","**Starting Entity:** AU Small Finance Bank Limited  
**Ending Entity:** Digital banking services (business expansion)

**Summary:**  
AU Small Finance Bank Limited has strategically grown its operations by expanding its business scope to include digital banking services. This development highlights the institution's ongoing adaptation to modern banking technologies. Based on the available data, this represents a single confirmed business expansion initiative.",Not relevant,"Discusses digital banking expansion, not branch/ATM counts or a date."
395,"What products and services does AU Small Finance Bank offer, and which customer segments does it serve?","**Summary:**

The starting entity is **AU Small Finance Bank Limited** (ticker: `AUBANK`, ISIN: `INE949L01017`), and the ending entity is its status as a publicly **listed** entity on the **NSE and BSE** stock exchanges. Operating under the legal name **AU SMALL FINANCE BANK LIMITED** and classified under the **Small Finance Bank** banking segment, the institution originated from an NBFC vehicle-finance company and has expanded into MSME, retail, wholesale, and digital banking from its headquarters in Jaipur, Rajasthan.",Relevant,"Describes the bank's origin and expansion into MSME, retail, wholesale, and digital banking segments, addressing products/services and customer segments."
396,What is Equitas Small Finance Bank's ticker symbol and on which exchange(s) does it trade?,"**1. Starting and Ending Entity:**
* **Starting Entity:** Equitas Small Finance Bank
* **Ending Entity:** Various financial and operational attributes (such as CARE Ratings, mutual fund holdings, and performance metrics)

**2 & 3. Summary and Numerical Facts:**
Equitas Small Finance Bank operates as a regulated small-finance bank headquartered in Chennai, holding an AA- Stable issuer rating from CARE Ratings and an A1+ rating on its certificates of deposit. As of December 2024, institutional backing remains strong, with mutual funds holding 37.27%—led by HDFC Mutual Fund (8.57%), Franklin India (6.29%), and SBI Mutual Fund (6.04%)—while foreign portfolio investors hold 11.45%. Financially, the bank reported a cost of funds of 7.05% and a CASA ratio of 25% for Q1 FY27, alongside a return on equity of 11.76% and a return on assets of 1.18%.",Not relevant,Covers ratings and ownership metrics but never states the ticker symbol or exchange.
397,"Who is the current MD & CEO (or Chairman, where that is the top executive title) of Equitas Small Finance Bank?","1. **Starting and Ending Entities:** The starting entity is **Equitas Small Finance Bank Limited**, and the ending entities include its various corporate and operational attributes such as its banking segment, stock exchanges, and ticker symbol.

2. **Business/Financial Summary:** Equitas Small Finance Bank Limited is a publicly listed, diversified retail bank headquartered in Chennai, Tamil Nadu, that originated from a microfinance/NBFC group and now focuses on small-business lending, vehicle finance, affordable housing, and microfinance. 

3. **Numerical/Factual Details:** The bank operates as a Small Finance Bank, is publicly listed on both the NSE and BSE under the ticker symbol ""EQUITASBNK"", and operates under the legal name Equitas Small Finance Bank Limited.",Not relevant,Describes the bank's business lines and ticker but never names the MD & CEO.
398,"What percentage of Equitas Small Finance Bank is held by its government promoter or largest shareholder, and as of what date?","1. **Starting Entity:** Equitas Small Finance Bank (along with its various financial and operational attributes).
   **Ending Entity:** Various stakeholders, financial metrics (such as a net interest income of ₹1,029.4 crore and a cost-to-income ratio of 68.38%), and institutional shareholdings as of December 2024.

2. Equitas Small Finance Bank is a regulated small finance bank offering diverse retail, microfinance, and lending products while managing risks like deposit-growth lags and residual microfinance stress. Major institutional investors, including HDFC Mutual Fund, SBI Mutual Fund, and Franklin India, held significant stakes in the bank as of December 2024. 

3. Key numerical facts include an institutional mutual fund holding of 37.27%, a cost-to-income ratio of 68.38%, a net interest income of ₹1,029.4 crore, and a return on equity of 11.76%.",Somewhat relevant,Gives an aggregate mutual-fund holding percentage but does not identify the single largest shareholder clearly.
399,What was Equitas Small Finance Bank's CASA ratio in the most recently reported quarter?,"**Starting Entity:** Equitas Small Finance Bank  
**Ending Entity:** 25% (CASA ratio for Q1 FY27)  

**Summary:**  
Equitas Small Finance Bank achieved a CASA ratio of 25% during the first quarter of fiscal year 2027. This metric highlights the bank's proportion of low-cost current and savings account deposits relative to its total deposits for that period.",Relevant,Directly states the 25% CASA ratio for Q1 FY27.
400,What is Equitas Small Finance Bank's net interest margin (NIM) for the latest reported period?,"Based on the provided knowledge graph data, the starting entity is **Equitas Small Finance Bank** and the ending entities are its various financial metrics, ownership stakes, and risk factors as of Q1 FY27 and December 2024. 

Equitas Small Finance Bank operates as a diversified retail lender—offering housing, vehicle, and small-business loans—while managing key financial indicators such as a cost of funds of 7.05%, a CASA ratio of 25%, and a net interest income of ₹1,029.4 crore. The bank's institutional ownership includes notable stakes from mutual funds like HDFC (8.57%), Franklin India (6.29%), and SBI (6.04%) as of December 2024. Additionally, it faces specific operational challenges, including an elevated cost-to-income ratio of 68.38% and funding risks stemming from deposit growth trailing its advances.",Not relevant,"Covers cost of funds, CASA, and ownership but never states the NIM figure."
401,What are Equitas Small Finance Bank's gross NPA and net NPA ratios?,"Based on the provided knowledge graph data, the starting entity is **Equitas Small Finance Bank** and the ending entities are its various financial metrics, ownership stakes, and risk factors as of Q1 FY27 and December 2024. 

Equitas Small Finance Bank operates as a diversified retail lender—offering housing, microfinance, vehicle, and small-business loans—while holding strong credit ratings such as an AA- Stable issuer rating from CARE Ratings. Major institutional investors held significant stakes in the bank as of December 2024, including mutual funds at roughly 37.27% and foreign portfolio investors at about 11.45%. Financially, the bank reported a cost of funds of 7.05% and a cost-to-income ratio of 68.38% for Q1 FY27, alongside a return on equity of 11.76% and a return on assets of 1.18%.",Not relevant,Covers ratings and ownership metrics but never states gross or net NPA figures.
402,"What is Equitas Small Finance Bank's capital adequacy ratio (CRAR), and its CET1 ratio if disclosed?","**Starting Entity:** Equitas Small Finance Bank  
**Ending Entity:** Various financial and operational metrics (such as a net interest income of ₹1,029.4 crore and an elevated cost-to-income ratio of 68.38%).

**Summary:**
Equitas Small Finance Bank operates as a diversified retail lender offering various financial products, including housing, vehicle, and small-business loans. As of recent reporting periods, the bank recorded a net interest income of ₹1,029.4 crore alongside a return on equity of 11.76%. However, it faces financial pressures, including an elevated cost-to-income ratio of 68.38% and funding risks stemming from deposit growth trailing its advances.",Not relevant,Covers NII and cost-to-income ratio but never states the CRAR or CET1 ratio.
403,What are Equitas Small Finance Bank's return on assets (ROA) and return on equity (ROE) for the latest quarter?,"**Starting Entity:** Equitas Small Finance Bank  
**Ending Entity:** Various financial and operational metrics (e.g., Q1 FY27 CASA ratio, net interest income, and asset quality).

**Summary:**  
Equitas Small Finance Bank operates as a diversified retail lender offering various products, including housing, vehicle, and small-business loans. As of recent financial reporting periods, the bank recorded a net interest income of ₹1,029.4 crore, a CASA ratio of 25% for Q1 FY27, and a cost of funds of 7.05%. Additionally, it maintains a return on equity of 11.76% and a gross NPA ranging between 2.36% and 2.42%.",Somewhat relevant,Gives ROE (11.76%) but omits ROA.
404,What was Equitas Small Finance Bank's total advances (loan book) and deposit growth in the latest quarter?,"**Starting Entity:** Equitas Small Finance Bank  
**Ending Entity:** Various financial and operational metrics (such as a net interest income of ₹1,029.4 crore, a cost of funds of 7.05%, and an elevated cost-to-income ratio of 68.38%).

Equitas Small Finance Bank operates as a regulated small-finance bank offering diverse retail and lending products, backed by institutional investments from major mutual funds like HDFC, SBI, and Franklin India as of December 2024. The bank exhibits strong financial performance, reporting a net interest income of ₹1,029.4 crore, a return on assets of 1.18%, and a return on equity of 11.76%. However, it faces operational challenges, notably an elevated cost-to-income ratio of 68.38% and funding risks stemming from deposit growth trailing its advances growth.",Not relevant,"Covers NII, cost of funds, and ratios but never states advances or deposit growth figures."
