query,gold_label,predicted_template,template_confidence,template_id,template_match,entities,resolved_entities,masked_query,cypher_parameters,cypher_strategy,kg_row_count,kg_hop_path,summary,error
What macro channel links LNG curtailment to Petronet LNG?,F_Simple,F_Simple,0.5768881503053742,simple_triplet,True,"[""LNG"", ""Petronet LNG"", ""LNG curtailment""]","[{""entity"": ""LNG"", ""matched_node_name"": ""LNG"", ""matched_id"": ""RM_LNG"", ""matched_type"": ""RAW_MATERIAL"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""Petronet LNG"", ""matched_node_name"": ""Petronet LNG"", ""matched_id"": ""C_PETRONET"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""LNG curtailment"", ""matched_node_name"": ""Strait of Hormuz disruption"", ""matched_id"": ""E_HORMUZ"", ""matched_type"": ""EVENT"", ""similarity"": 0.99, ""source"": ""alias""}]",What macro channel links <EVENT> to <COMPANY>?,"{""nnp1"": ""C_PETRONET"", ""prop1"": ""CAUSES"", ""nn1"": ""COMPANY""}","{""nnp1"": ""C_PETRONET"", ""nnp2"": ""RM_LNG"", ""nnp3"": null, ""prop1"": ""CAUSES"", ""nn1"": ""COMPANY"", ""nn2"": ""RAW_MATERIAL"", ""threshold"": null}",single_entity,1,"Template: simple_triplet (F_Simple)
Query intent: Simple question: subject linked to objects via a predicate.

Row 1: company_name=Petronet LNG | relationship=HURT_BY | object_name=Strait of Hormuz disruption | object_type=EVENT",,
What is Bharat Electronics's equity sensitivity to marine war-risk spike?,F_Simple,F_Simple,0.584136567582217,simple_triplet,True,"[""Bharat Electronics"", ""marine war-risk spike""]","[{""entity"": ""Bharat Electronics"", ""matched_node_name"": ""Bharat Electronics"", ""matched_id"": ""C_BEL"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""marine war-risk spike"", ""matched_node_name"": ""Marine war-risk premium"", ""matched_id"": ""M_WARRISK"", ""matched_type"": ""MACRO_VAR"", ""similarity"": 0.99, ""source"": ""alias""}]",What is <COMPANY>'s equity sensitivity to <MACRO_VAR>?,"{""nnp1"": ""C_BEL"", ""prop1"": ""CAUSES"", ""nn1"": ""COMPANY""}","{""nnp1"": ""C_BEL"", ""nnp2"": ""M_WARRISK"", ""nnp3"": null, ""prop1"": ""CAUSES"", ""nn1"": ""COMPANY"", ""nn2"": ""MACRO_VAR"", ""threshold"": null}",single_entity,1,"Template: simple_triplet (F_Simple)
Query intent: Simple question: subject linked to objects via a predicate.

Row 1: company_name=Bharat Electronics | relationship=BENEFITS_FROM | object_name=Strait of Hormuz disruption | object_type=EVENT",,
How does naphtha price affect Infosys margins?,F_Simple,F_Simple,0.6457687313725218,simple_triplet,True,"[""naphtha"", ""Infosys""]","[{""entity"": ""naphtha"", ""matched_node_name"": ""Naphtha"", ""matched_id"": ""RM_NAPHTHA"", ""matched_type"": ""RAW_MATERIAL"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""Infosys"", ""matched_node_name"": ""Infosys"", ""matched_id"": ""C_INFY"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}]",How does <RAW_MATERIAL> price affect <COMPANY> margins?,"{""nnp1"": ""C_INFY"", ""prop1"": ""HURT_BY"", ""nn1"": ""COMPANY""}","{""nnp1"": ""C_INFY"", ""nnp2"": ""RM_NAPHTHA"", ""nnp3"": null, ""prop1"": ""HURT_BY"", ""nn1"": ""COMPANY"", ""nn2"": ""RAW_MATERIAL"", ""threshold"": null}",single_entity,2,"Template: simple_triplet (F_Simple)
Query intent: Simple question: subject linked to objects via a predicate.

Row 1: company_name=Infosys | relationship=BENEFITS_FROM | object_name=USD/INR | object_type=MACRO_VAR
Row 2: company_name=Infosys | relationship=HEDGES | object_name=Generative AI | object_type=TECHNOLOGY",,
How is Great Eastern Shipping linked to ONGC group?,F_Simple,F_Simple,0.5900276919667383,simple_triplet,True,"[""Great Eastern Shipping""]","[{""entity"": ""Great Eastern Shipping"", ""matched_node_name"": ""Great Eastern Shipping"", ""matched_id"": ""C_GESHIP"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}]",How is <COMPANY> linked to ONGC group?,"{""nnp1"": ""C_GESHIP"", ""prop1"": ""PRICE_LINKED_TO"", ""nn1"": ""COMPANY""}","{""nnp1"": ""C_GESHIP"", ""nnp2"": null, ""nnp3"": null, ""prop1"": ""PRICE_LINKED_TO"", ""nn1"": ""COMPANY"", ""nn2"": null, ""threshold"": null}",single_entity,2,"Template: simple_triplet (F_Simple)
Query intent: Simple question: subject linked to objects via a predicate.

Row 1: company_name=Great Eastern Shipping | relationship=BENEFITS_FROM | object_name=Tanker freight rates | object_type=MACRO_VAR
Row 2: company_name=Great Eastern Shipping | relationship=HURT_BY | object_name=Marine war-risk premium | object_type=MACRO_VAR",,
Show transmission from urea shock to ONGC.,F_Simple,F_Simple,0.5443810056338853,simple_triplet,True,"[""urea""]","[{""entity"": ""urea"", ""matched_node_name"": ""Urea"", ""matched_id"": ""RM_UREA"", ""matched_type"": ""RAW_MATERIAL"", ""similarity"": 1.0, ""source"": ""gazetteer""}]",Show transmission from <RAW_MATERIAL> shock to ONGC.,"{""nnp1"": ""RM_UREA"", ""prop1"": ""CAUSES"", ""nn1"": ""RAW_MATERIAL""}","{""nnp1"": ""RM_UREA"", ""nnp2"": null, ""nnp3"": null, ""prop1"": ""CAUSES"", ""nn1"": ""RAW_MATERIAL"", ""nn2"": null, ""threshold"": null}",,0,,,{code: Neo.ClientError.Statement.ParameterMissing} {message: Expected parameter(s): nnp2}
What government action caps ONGC pricing?,F_Simple,,,,,[],,,,,,0,,,no_entities_resolved
Which hedges reduce ICICI Lombard oil exposure?,F_Simple,F_Simple,0.618595510388353,simple_triplet,True,"[""ICICI Lombard""]","[{""entity"": ""ICICI Lombard"", ""matched_node_name"": ""ICICI Lombard"", ""matched_id"": ""C_ICICIGI"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}]",Which hedges reduce <COMPANY> oil exposure?,"{""nnp1"": ""C_ICICIGI"", ""prop1"": ""HEDGES"", ""nn1"": ""COMPANY""}","{""nnp1"": ""C_ICICIGI"", ""nnp2"": null, ""nnp3"": null, ""prop1"": ""HEDGES"", ""nn1"": ""COMPANY"", ""nn2"": null, ""threshold"": null}",single_entity,1,"Template: simple_triplet (F_Simple)
Query intent: Simple question: subject linked to objects via a predicate.

Row 1: company_name=ICICI Lombard",,
What capital flows into Capital Goods from Mubadala?,F_Simple,F_Simple,0.6055032615163264,simple_triplet,True,"[""Capital Goods""]","[{""entity"": ""Capital Goods"", ""matched_node_name"": ""Capital Goods & Electricals"", ""matched_id"": ""S_CAPGOODS"", ""matched_type"": ""SECTOR"", ""similarity"": 0.7297142744064331, ""source"": ""semantic""}]",What capital flows into <SECTOR> from Mubadala?,"{""nnp1"": ""S_CAPGOODS"", ""prop1"": ""CAUSES"", ""nn1"": ""SECTOR""}","{""nnp1"": ""S_CAPGOODS"", ""nnp2"": null, ""nnp3"": null, ""prop1"": ""CAUSES"", ""nn1"": ""SECTOR"", ""nn2"": null, ""threshold"": null}",single_entity,18,"Template: simple_triplet (F_Simple)
Query intent: Simple question: subject linked to objects via a predicate.

Row 1: sector_name=Capital Goods & Electricals | company_name=Praj Industries | relationship=BENEFITS_FROM | object_name=Strait of Hormuz disruption | object_type=EVENT
Row 2: sector_name=Capital Goods & Electricals | company_name=ABB India
Row 3: sector_name=Capital Goods & Electricals | company_name=Siemens India
Row 4: sector_name=Capital Goods & Electricals | company_name=Siemens Energy India
Row 5: sector_name=Capital Goods & Electricals | company_name=Hitachi Energy India
Row 6: sector_name=Capital Goods & Electricals | company_name=GE Vernova T&D India
Row 7: sector_name=Capital Goods & Electricals | company_name=Schneider Electric Infrastructure
Row 8: sector_name=Capital Goods & Electricals | company_name=CG Power & Industrial Solutions | relationship=BENEFITS_FROM | object_name=India Semiconductor Mission / OSAT | object_type=POLICY
Row 9: sector_name=Capital Goods & Electricals | company_name=Voltamp Transformers | relationship=CONSTRAINED_BY | object_name=CRGO electrical steel imports | object_type=CONSTRAINT
Row 10: sector_name=Capital Goods & Electricals | company_name=Transformers & Rectifiers India | relationship=CONSTRAINED_BY | object_name=CRGO electrical steel imports | object_type=CONSTRAINT
Row 11: sector_name=Capital Goods & Electricals | company_name=Shilchar Technologies
Row 12: sector_name=Capital Goods & Electricals | company_name=Cummins India
Row 13: sector_name=Capital Goods & Electricals | company_name=Kirloskar Oil Engines
Row 14: sector_name=Capital Goods & Electricals | company_name=HBL Engineering
Row 15: sector_name=Capital Goods & Electricals | company_name=Apar Industries
Row 16: sector_name=Capital Goods & Electricals | company_name=HPL Electric & Power
Row 17: sector_name=Capital Goods & Electricals | company_name=BHEL
Row 18: sector_name=Capital Goods & Electricals | company_name=Thermax",,
How does LPG shortage propagate to Refining?,F_Simple,F_Simple,0.489315928845206,simple_triplet,True,"[""LPG"", ""Refining""]","[{""entity"": ""LPG"", ""matched_node_name"": ""LPG"", ""matched_id"": ""RM_LPG"", ""matched_type"": ""RAW_MATERIAL"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""Refining"", ""matched_node_name"": ""Gross refining margin"", ""matched_id"": ""M_GRM"", ""matched_type"": ""MACRO_VAR"", ""similarity"": 0.6042213439941406, ""source"": ""semantic""}]",How does <RAW_MATERIAL> shortage propagate to <MACRO_VAR>?,"{""nnp1"": ""M_GRM"", ""prop1"": ""CAUSES"", ""nn1"": ""MACRO_VAR""}","{""nnp1"": ""M_GRM"", ""nnp2"": ""RM_LPG"", ""nnp3"": null, ""prop1"": ""CAUSES"", ""nn1"": ""MACRO_VAR"", ""nn2"": ""RAW_MATERIAL"", ""threshold"": null}",relaxed_direction,1,"Template: simple_triplet (F_Simple)
Query intent: Simple question: subject linked to objects via a predicate.

Row 1: subject_name=Gross refining margin | relationship=CAUSES | object_name=Strait of Hormuz disruption | object_type=EVENT",,
Which feedstocks are at risk from geopolitical escalation?,F_Simple,F_Simple,0.5673772582419809,simple_triplet,True,"[""geopolitical escalation""]","[{""entity"": ""geopolitical escalation"", ""matched_node_name"": ""Strait of Hormuz disruption"", ""matched_id"": ""E_HORMUZ"", ""matched_type"": ""EVENT"", ""similarity"": 0.99, ""source"": ""alias""}]",Which feedstocks are at risk from <EVENT>?,"{""nnp1"": ""E_HORMUZ"", ""prop1"": ""CAUSES"", ""nn1"": ""EVENT""}","{""nnp1"": ""E_HORMUZ"", ""nnp2"": null, ""nnp3"": null, ""prop1"": ""CAUSES"", ""nn1"": ""EVENT"", ""nn2"": null, ""threshold"": null}",primary,7,"Template: simple_triplet (F_Simple)
Query intent: Simple question: subject linked to objects via a predicate.

Row 1: subject_name=Strait of Hormuz disruption | relationship=CAUSES | object_name=Brent crude price | object_type=MACRO_VAR
Row 2: subject_name=Strait of Hormuz disruption | relationship=CAUSES | object_name=Global urea/DAP/sulphur price | object_type=MACRO_VAR
Row 3: subject_name=Strait of Hormuz disruption | relationship=CAUSES | object_name=Gross refining margin | object_type=MACRO_VAR
Row 4: subject_name=Strait of Hormuz disruption | relationship=CAUSES | object_name=Marine war-risk premium | object_type=MACRO_VAR
Row 5: subject_name=Strait of Hormuz disruption | relationship=CAUSES | object_name=Saudi LPG contract price | object_type=MACRO_VAR
Row 6: subject_name=Strait of Hormuz disruption | relationship=CAUSES | object_name=Spot LNG / JKM | object_type=MACRO_VAR
Row 7: subject_name=Strait of Hormuz disruption | relationship=CAUSES | object_name=Tanker freight rates | object_type=MACRO_VAR",,
Who in Telecom & Connectivity is most exposed to Oman?,F_QuantMax,F_QuantMax,0.3348450931917527,quant_max,True,"[""Telecom & Connectivity"", ""Oman""]","[{""entity"": ""Telecom & Connectivity"", ""matched_node_name"": ""Telecom & Connectivity"", ""matched_id"": ""S_TELECOM"", ""matched_type"": ""SECTOR"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""Oman"", ""matched_node_name"": ""Oman"", ""matched_id"": ""G_OMAN"", ""matched_type"": ""GEOGRAPHY"", ""similarity"": 1.0, ""source"": ""gazetteer""}]",Who in <SECTOR> is most exposed to <GEOGRAPHY>?,"{""nnp1"": ""S_TELECOM"", ""prop1"": ""HURT_BY"", ""nn1"": ""SECTOR""}","{""nnp1"": ""S_TELECOM"", ""nnp2"": ""G_OMAN"", ""nnp3"": null, ""prop1"": ""HURT_BY"", ""nn1"": ""SECTOR"", ""nn2"": ""GEOGRAPHY"", ""threshold"": null}",single_entity,7,"Template: quant_max (F_QuantMax)
Query intent: Return object with maximum related value for subject.

Row 1: sector_name=Telecom & Connectivity | company_name=Bharti Airtel
Row 2: sector_name=Telecom & Connectivity | company_name=Tata Communications | relationship=BENEFITS_FROM | object_name=India AI infrastructure capex cycle | object_type=EVENT
Row 3: sector_name=Telecom & Connectivity | company_name=RailTel Corporation
Row 4: sector_name=Telecom & Connectivity | company_name=Sterlite Technologies
Row 5: sector_name=Telecom & Connectivity | company_name=HFCL
Row 6: sector_name=Telecom & Connectivity | company_name=Tejas Networks
Row 7: sector_name=Telecom & Connectivity | company_name=Indus Towers | relationship=BENEFITS_FROM | object_name=Generative AI | object_type=TECHNOLOGY",,
Is Power Grid Corporation pricing indexed to Brent crude price?,F_Simple,F_Simple,0.5541138533087042,simple_triplet,True,"[""Power Grid Corporation"", ""Brent crude price""]","[{""entity"": ""Power Grid Corporation"", ""matched_node_name"": ""Power Grid Corporation"", ""matched_id"": ""C_POWERGRID"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""Brent crude price"", ""matched_node_name"": ""Brent crude price"", ""matched_id"": ""M_BRENT"", ""matched_type"": ""MACRO_VAR"", ""similarity"": 1.0, ""source"": ""gazetteer""}]",Is <COMPANY> pricing indexed to <MACRO_VAR>?,"{""nnp1"": ""C_POWERGRID"", ""prop1"": ""PRICE_LINKED_TO"", ""nn1"": ""COMPANY""}","{""nnp1"": ""C_POWERGRID"", ""nnp2"": ""M_BRENT"", ""nnp3"": null, ""prop1"": ""PRICE_LINKED_TO"", ""nn1"": ""COMPANY"", ""nn2"": ""MACRO_VAR"", ""threshold"": null}",single_entity,1,"Template: simple_triplet (F_Simple)
Query intent: Simple question: subject linked to objects via a predicate.

Row 1: company_name=Power Grid Corporation | relationship=BENEFITS_FROM | object_name=Transmission evacuation capacity | object_type=CONSTRAINT",,
Compare refining vs marketing exposure to oil supply shock.,F_CompMore,F_CompMore,0.5636480839459533,compare_more,True,"[""oil supply shock""]","[{""entity"": ""oil supply shock"", ""matched_node_name"": ""Strait of Hormuz disruption"", ""matched_id"": ""E_HORMUZ"", ""matched_type"": ""EVENT"", ""similarity"": 0.99, ""source"": ""alias""}]",Compare refining vs marketing exposure to <EVENT>.,"{""nnp1"": ""E_HORMUZ""}","{""nnp1"": ""E_HORMUZ"", ""nnp2"": null, ""nnp3"": ""E_HORMUZ"", ""prop1"": ""HURT_BY"", ""nn1"": ""EVENT"", ""nn2"": null, ""threshold"": null}",single_entity,12,"Template: compare_more (F_CompMore)
Query intent: Compare exposure/path length: first entity has more hops than second.

Row 1: shock_name=Strait of Hormuz disruption | linked_name=Praj Industries | node_type=COMPANY
Row 2: shock_name=Strait of Hormuz disruption | linked_name=Muthoot Finance | node_type=COMPANY
Row 3: shock_name=Strait of Hormuz disruption | linked_name=Manappuram Finance | node_type=COMPANY
Row 4: shock_name=Strait of Hormuz disruption | linked_name=Bharat Electronics | node_type=COMPANY
Row 5: shock_name=Strait of Hormuz disruption | linked_name=Solar Industries | node_type=COMPANY
Row 6: shock_name=Strait of Hormuz disruption | linked_name=Cochin Shipyard | node_type=COMPANY
Row 7: shock_name=Strait of Hormuz disruption | linked_name=Waaree Energies | node_type=COMPANY
Row 8: shock_name=Strait of Hormuz disruption | linked_name=Mangalore Refinery | node_type=COMPANY
Row 9: shock_name=Strait of Hormuz disruption | linked_name=Petronet LNG | node_type=COMPANY
Row 10: shock_name=Strait of Hormuz disruption | linked_name=Adani Ports & SEZ | node_type=COMPANY
Row 11: shock_name=Strait of Hormuz disruption | linked_name=Coromandel International | node_type=COMPANY
Row 12: shock_name=Strait of Hormuz disruption | linked_name=CSB Bank | node_type=COMPANY",,
What links Cape of Good Hope closure to Banks & NBFCs stocks?,F_Simple,F_Simple,0.6046764918445348,simple_triplet,True,"[""Banks & NBFCs"", ""Cape of Good Hope""]","[{""entity"": ""Banks & NBFCs"", ""matched_node_name"": ""Banks & NBFCs"", ""matched_id"": ""S_BFSI"", ""matched_type"": ""SECTOR"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""Cape of Good Hope"", ""matched_node_name"": ""Cape of Good Hope reroute"", ""matched_id"": ""G_CAPE"", ""matched_type"": ""GEOGRAPHY"", ""similarity"": 0.99, ""source"": ""alias""}]",What links <GEOGRAPHY> closure to <SECTOR> stocks?,"{""nnp1"": ""S_BFSI"", ""prop1"": ""CAUSES"", ""nn1"": ""SECTOR""}","{""nnp1"": ""S_BFSI"", ""nnp2"": ""G_CAPE"", ""nnp3"": null, ""prop1"": ""CAUSES"", ""nn1"": ""SECTOR"", ""nn2"": ""GEOGRAPHY"", ""threshold"": null}",single_entity,18,"Template: simple_triplet (F_Simple)
Query intent: Simple question: subject linked to objects via a predicate.

Row 1: sector_name=Banks & NBFCs | company_name=Bajaj Finance | relationship=HURT_BY | object_name=RBI policy rate | object_type=MACRO_VAR
Row 2: sector_name=Banks & NBFCs | company_name=Cholamandalam Investment | relationship=HURT_BY | object_name=Brent crude price | object_type=MACRO_VAR
Row 3: sector_name=Banks & NBFCs | company_name=Shriram Finance | relationship=HURT_BY | object_name=Brent crude price | object_type=MACRO_VAR
Row 4: sector_name=Banks & NBFCs | company_name=Muthoot Finance | relationship=BENEFITS_FROM | object_name=Strait of Hormuz disruption | object_type=EVENT
Row 5: sector_name=Banks & NBFCs | company_name=Manappuram Finance | relationship=BENEFITS_FROM | object_name=Strait of Hormuz disruption | object_type=EVENT
Row 6: sector_name=Banks & NBFCs | company_name=HDFC Bank
Row 7: sector_name=Banks & NBFCs | company_name=State Bank of India | relationship=BENEFITS_FROM | object_name=India AI infrastructure capex cycle | object_type=EVENT
Row 8: sector_name=Banks & NBFCs | company_name=AU Small Finance Bank
Row 9: sector_name=Banks & NBFCs | company_name=Federal Bank | relationship=BENEFITS_FROM | object_name=USD/INR | object_type=MACRO_VAR
Row 10: sector_name=Banks & NBFCs | company_name=South Indian Bank | relationship=BENEFITS_FROM | object_name=USD/INR | object_type=MACRO_VAR
Row 11: sector_name=Banks & NBFCs | company_name=CSB Bank | relationship=HURT_BY | object_name=Strait of Hormuz disruption | object_type=EVENT
Row 12: sector_name=Banks & NBFCs | company_name=Dhanlaxmi Bank
Row 13: sector_name=Banks & NBFCs | company_name=GIC Re
Row 14: sector_name=Banks & NBFCs | company_name=New India Assurance | relationship=BENEFITS_FROM | object_name=Marine war-risk premium | object_type=MACRO_VAR
Row 15: sector_name=Banks & NBFCs | company_name=ICICI Lombard
Row 16: sector_name=Banks & NBFCs | company_name=Power Finance Corporation | relationship=BENEFITS_FROM | object_name=Power availability | object_type=CONSTRAINT
Row 17: sector_name=Banks & NBFCs | company_name=REC Ltd | relationship=BENEFITS_FROM | object_name=Power availability | object_type=CONSTRAINT
Row 18: sector_name=Banks & NBFCs | company_name=IREDA | relationship=BENEFITS_FROM | object_name=Grid stability under volatile DC load ramps | object_type=CONSTRAINT",,
How does LNG curtailment affect Coromandel International?,F_Simple,F_Simple,0.6083747183731062,simple_triplet,True,"[""LNG"", ""Coromandel International"", ""LNG curtailment""]","[{""entity"": ""LNG"", ""matched_node_name"": ""LNG"", ""matched_id"": ""RM_LNG"", ""matched_type"": ""RAW_MATERIAL"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""Coromandel International"", ""matched_node_name"": ""Coromandel International"", ""matched_id"": ""C_COROMANDEL"", ""matched_type"": ""COMPANY"", ""similarity"": 1.0, ""source"": ""gazetteer""}, {""entity"": ""LNG curtailment"", ""matched_node_name"": ""Strait of Hormuz disruption"", ""matched_id"": ""E_HORMUZ"", ""matched_type"": ""EVENT"", ""similarity"": 0.99, ""source"": ""alias""}]",How does <EVENT> affect <COMPANY>?,"{""nnp1"": ""C_COROMANDEL"", ""prop1"": ""HURT_BY"", ""nn1"": ""COMPANY""}","{""nnp1"": ""C_COROMANDEL"", ""nnp2"": ""RM_LNG"", ""nnp3"": null, ""prop1"": ""HURT_BY"", ""nn1"": ""COMPANY"", ""nn2"": ""RAW_MATERIAL"", ""threshold"": null}",primary,2,"Template: simple_triplet (F_Simple)
Query intent: Simple question: subject linked to objects via a predicate.

Row 1: subject_name=Coromandel International | relationship=HURT_BY | object_name=Fertiliser and LPG subsidy bill | object_type=MACRO_VAR
Row 2: subject_name=Coromandel International | relationship=HURT_BY | object_name=Strait of Hormuz disruption | object_type=EVENT",,
