query,is_gap,method,company_uuid,prop1_list,graph_match_count,kg_row_count,summary,judge_label
"What is Equitas Small Finance Bank's capital adequacy ratio (CRAR), and its CET1 ratio if disclosed?",False,graph_check,f6d9dd01-aa74-431c-a635-cc406184c407,"['HAS_METRIC', 'MetricObservation']",11,11,The retrieved facts do not cover Equitas Small Finance Bank's capital adequacy ratio (CRAR) or its CET1 ratio.,Not relevant
What are Equitas Small Finance Bank's return on assets (ROA) and return on equity (ROE) for the latest quarter?,False,graph_check,f6d9dd01-aa74-431c-a635-cc406184c407,"['HAS_METRIC', 'MetricObservation']",11,11,Equitas Small Finance Bank reported a return on assets of 1.18% and a return on equity of 11.76%.,Relevant
What was Equitas Small Finance Bank's total advances (loan book) and deposit growth in the latest quarter?,False,graph_check,f6d9dd01-aa74-431c-a635-cc406184c407,"['HAS_METRIC', 'MetricObservation']",11,11,The retrieved facts do not cover Equitas Small Finance Bank's total advances or deposit growth for the latest quarter.,Not relevant
"What credit ratings has Equitas Small Finance Bank received, and from which rating agencies?",False,graph_check,f6d9dd01-aa74-431c-a635-cc406184c407,['HAS_RATING'],2,2,"Equitas Small Finance Bank has received an AA- Stable issuer rating and an A1+ rating on its certificates of deposit, both of which were reaffirmed by CARE Ratings.",Relevant
"Roughly how many branches and ATMs does Equitas Small Finance Bank operate, and as of what date?",True,summary_fallback,f6d9dd01-aa74-431c-a635-cc406184c407,[],0,0,,Not relevant
"What products and services does Equitas Small Finance Bank offer, and which customer segments does it serve?",True,graph_check,f6d9dd01-aa74-431c-a635-cc406184c407,"['OFFERS_PRODUCT', 'SERVES']",0,4,"Equitas Small Finance Bank operates a diversified retail model offering products and services that span small-business and MSE lending, vehicle finance, affordable housing, and microfinance. While the retrieved facts do not explicitly detail the specific customer segments served beyond indicating a retail and small-business focus, the bank functions as a standalone listed small finance bank headquartered in Chennai, Tamil Nadu.",Somewhat relevant
What is Ujjivan Small Finance Bank's ticker symbol and on which exchange(s) does it trade?,True,summary_fallback,b6c093cb-78d7-475e-a215-2be544a59fa9,[],0,3,The retrieved facts do not cover Ujjivan Small Finance Bank's ticker symbol or the exchange(s) on which it trades.,Not relevant
"Who is the current MD & CEO (or Chairman, where that is the top executive title) of Ujjivan Small Finance Bank?",False,graph_check,b6c093cb-78d7-475e-a215-2be544a59fa9,"['GovernanceRole', 'HOLDS_ROLE']",3,3,"Carol Furtado serves as the acting MD & CEO of Ujjivan Small Finance Bank, effective September 1, 2026, following the early retirement of Sanjeev Nautiyal.",Relevant
"What percentage of Ujjivan Small Finance Bank is held by its government promoter or largest shareholder, and as of what date?",False,graph_check,b6c093cb-78d7-475e-a215-2be544a59fa9,"['OWNS', 'REGULATED_BY', 'OwnershipStake', 'HELD_BY', 'OWNS_STAKE_IN']",5,5,The retrieved facts do not cover the percentage of Ujjivan Small Finance Bank held by its government promoter or largest shareholder.,Not relevant
What was Ujjivan Small Finance Bank's CASA ratio in the most recently reported quarter?,False,graph_check,b6c093cb-78d7-475e-a215-2be544a59fa9,"['HAS_METRIC', 'MetricObservation']",8,8,The retrieved facts do not cover Ujjivan Small Finance Bank's CASA ratio for the most recently reported quarter.,Not relevant
What is Ujjivan Small Finance Bank's net interest margin (NIM) for the latest reported period?,False,graph_check,b6c093cb-78d7-475e-a215-2be544a59fa9,"['HAS_METRIC', 'MetricObservation']",8,8,The retrieved facts do not cover Ujjivan Small Finance Bank's net interest margin (NIM) for the latest reported period.,Not relevant
What are Ujjivan Small Finance Bank's gross NPA and net NPA ratios?,False,graph_check,b6c093cb-78d7-475e-a215-2be544a59fa9,"['HAS_METRIC', 'MetricObservation']",8,8,"Ujjivan Small Finance Bank reported a gross NPA of 2.17%. However, the retrieved facts do not cover the net NPA ratio.",Somewhat relevant
"What is Ujjivan Small Finance Bank's capital adequacy ratio (CRAR), and its CET1 ratio if disclosed?",False,graph_check,b6c093cb-78d7-475e-a215-2be544a59fa9,"['HAS_METRIC', 'MetricObservation']",8,8,The retrieved facts do not cover Ujjivan Small Finance Bank's capital adequacy ratio (CRAR) or its CET1 ratio.,Not relevant
What are Ujjivan Small Finance Bank's return on assets (ROA) and return on equity (ROE) for the latest quarter?,False,graph_check,b6c093cb-78d7-475e-a215-2be544a59fa9,"['HAS_METRIC', 'MetricObservation']",8,8,"Ujjivan Small Finance Bank achieved a return on equity of 18.2%. However, the retrieved facts do not cover the bank's return on assets (ROA).",Somewhat relevant
What was Ujjivan Small Finance Bank's total advances (loan book) and deposit growth in the latest quarter?,False,graph_check,b6c093cb-78d7-475e-a215-2be544a59fa9,"['HAS_METRIC', 'MetricObservation']",8,8,"The retrieved facts do not cover Ujjivan Small Finance Bank's total advances (loan book) or deposit growth in the latest quarter, though its gross loan book grew by 28.9% year-on-year in Q1 FY27.",Somewhat relevant
"What credit ratings has Ujjivan Small Finance Bank received, and from which rating agencies?",False,graph_check,b6c093cb-78d7-475e-a215-2be544a59fa9,['HAS_RATING'],1,1,"Ujjivan Small Finance Bank holds an A1+ rating for its certificate-of-deposit programme, though the specific rating agencies are not mentioned in the available data. This rating was noted as of January 9, 2026.",Somewhat relevant
"Roughly how many branches and ATMs does Ujjivan Small Finance Bank operate, and as of what date?",True,summary_fallback,b6c093cb-78d7-475e-a215-2be544a59fa9,[],0,1,"The retrieved facts do not cover the specific number of branches and ATMs operated by Ujjivan Small Finance Bank, as they only state that the bank utilizes 842 banking touchpoints across 326 districts.",Somewhat relevant
"What products and services does Ujjivan Small Finance Bank offer, and which customer segments does it serve?",True,graph_check,b6c093cb-78d7-475e-a215-2be544a59fa9,"['OFFERS_PRODUCT', 'SERVES']",0,3,"The retrieved facts do not cover the specific products and services offered by Ujjivan Small Finance Bank, nor do they detail the customer segments it serves.",Not relevant
What is ESAF Small Finance Bank's ticker symbol and on which exchange(s) does it trade?,True,summary_fallback,13f4e153-ac1b-44a0-aaf2-82e76f19db97,[],0,4,The retrieved facts do not cover ESAF Small Finance Bank's ticker symbol or the exchange(s) on which it trades.,Not relevant
"Who is the current MD & CEO (or Chairman, where that is the top executive title) of ESAF Small Finance Bank?",False,graph_check,13f4e153-ac1b-44a0-aaf2-82e76f19db97,"['GovernanceRole', 'HOLDS_ROLE']",2,2,"The current MD & CEO of ESAF Small Finance Bank is Dr. K. Paul Thomas, who has held the position since October 2018. Additionally, Karthikeyan Manickam serves as the independent part-time chairman of the bank.",Relevant
"What percentage of ESAF Small Finance Bank is held by its government promoter or largest shareholder, and as of what date?",False,graph_check,13f4e153-ac1b-44a0-aaf2-82e76f19db97,"['OWNS', 'REGULATED_BY', 'OwnershipStake', 'HELD_BY', 'OWNS_STAKE_IN']",4,4,ESAF Financial Holdings Pvt Ltd held the largest promoter stake of 52.87% in ESAF Small Finance Bank as of September 2025.,Relevant
What was ESAF Small Finance Bank's CASA ratio in the most recently reported quarter?,False,graph_check,13f4e153-ac1b-44a0-aaf2-82e76f19db97,"['HAS_METRIC', 'MetricObservation']",11,11,"ESAF Small Finance Bank reported a CASA ratio of 23.39% for Q1 FY27, which is down from 24.79% a year earlier.",Relevant
What is ESAF Small Finance Bank's net interest margin (NIM) for the latest reported period?,False,graph_check,13f4e153-ac1b-44a0-aaf2-82e76f19db97,"['HAS_METRIC', 'MetricObservation']",11,11,"ESAF Small Finance Bank's net interest margin increased to 7.9% in Q1 FY27, up from 6% in the previous period. This represents an improvement in the bank's profitability from interest-earning assets as of April 1, 2026.",Relevant
What are ESAF Small Finance Bank's gross NPA and net NPA ratios?,False,graph_check,13f4e153-ac1b-44a0-aaf2-82e76f19db97,"['HAS_METRIC', 'MetricObservation']",11,11,"In Q1 FY27, ESAF Small Finance Bank's gross NPA improved to 5.40% from 7.48%. Additionally, the bank's net NPA decreased to 0.83% from 3.77% during the same period.",Relevant
"What is ESAF Small Finance Bank's capital adequacy ratio (CRAR), and its CET1 ratio if disclosed?",False,graph_check,13f4e153-ac1b-44a0-aaf2-82e76f19db97,"['HAS_METRIC', 'MetricObservation']",11,11,"ESAF Small Finance Bank's capital adequacy ratio (CRAR) improved to 23.86% from 22.74% in Q1 FY27. However, the retrieved facts do not disclose its CET1 ratio.",Relevant
What are ESAF Small Finance Bank's return on assets (ROA) and return on equity (ROE) for the latest quarter?,False,graph_check,13f4e153-ac1b-44a0-aaf2-82e76f19db97,"['HAS_METRIC', 'MetricObservation']",11,11,The retrieved facts do not cover ESAF Small Finance Bank's return on assets (ROA) or return on equity (ROE) for the latest quarter.,Not relevant
What was ESAF Small Finance Bank's total advances (loan book) and deposit growth in the latest quarter?,False,graph_check,13f4e153-ac1b-44a0-aaf2-82e76f19db97,"['HAS_METRIC', 'MetricObservation']",11,11,"The retrieved facts do not provide the deposit growth figure for ESAF Small Finance Bank in the latest quarter. However, the bank's gross advances reached ₹23,216 crore in Q1 FY27, representing a 27.39% year-on-year increase.",Somewhat relevant
"What credit ratings has ESAF Small Finance Bank received, and from which rating agencies?",False,graph_check,13f4e153-ac1b-44a0-aaf2-82e76f19db97,['HAS_RATING'],2,2,"ESAF Small Finance Bank has received an A- long-term rating and an A1 short-term rating from CARE Ratings, as of the September 2, 2026 outlook revision.",Relevant
"Roughly how many branches and ATMs does ESAF Small Finance Bank operate, and as of what date?",True,summary_fallback,13f4e153-ac1b-44a0-aaf2-82e76f19db97,[],0,0,,Not relevant
"What products and services does ESAF Small Finance Bank offer, and which customer segments does it serve?",True,graph_check,13f4e153-ac1b-44a0-aaf2-82e76f19db97,"['OFFERS_PRODUCT', 'SERVES']",0,4,"The retrieved facts do not cover the specific products and services offered by ESAF Small Finance Bank, nor do they detail the customer segments it serves.",Not relevant
What is Utkarsh Small Finance Bank's ticker symbol and on which exchange(s) does it trade?,True,summary_fallback,3a06b31f-38ae-4276-b2c6-93e15d8bfabf,[],0,4,"The provided facts state that Utkarsh Small Finance Bank is listed, but they do not cover its specific ticker symbol or the exchange(s) on which it trades.",Not relevant
"Who is the current MD & CEO (or Chairman, where that is the top executive title) of Utkarsh Small Finance Bank?",False,graph_check,3a06b31f-38ae-4276-b2c6-93e15d8bfabf,"['GovernanceRole', 'HOLDS_ROLE']",2,2,Govind Singh is the MD and CEO of Utkarsh Small Finance Bank.,Relevant
"What percentage of Utkarsh Small Finance Bank is held by its government promoter or largest shareholder, and as of what date?",False,graph_check,3a06b31f-38ae-4276-b2c6-93e15d8bfabf,"['OWNS', 'REGULATED_BY', 'OwnershipStake', 'HELD_BY', 'OWNS_STAKE_IN']",5,5,The retrieved facts do not provide the percentage held by a government promoter or the specific largest shareholder.,Not relevant
What was Utkarsh Small Finance Bank's CASA ratio in the most recently reported quarter?,False,graph_check,3a06b31f-38ae-4276-b2c6-93e15d8bfabf,"['HAS_METRIC', 'MetricObservation']",9,9,"Utkarsh Small Finance Bank reported a CASA ratio of 22.1% for Q1 FY27, which represents an increase from the previous year.",Relevant
What is Utkarsh Small Finance Bank's net interest margin (NIM) for the latest reported period?,False,graph_check,3a06b31f-38ae-4276-b2c6-93e15d8bfabf,"['HAS_METRIC', 'MetricObservation']",9,9,The retrieved facts do not cover Utkarsh Small Finance Bank's net interest margin (NIM) for the latest reported period.,Not relevant
What are Utkarsh Small Finance Bank's gross NPA and net NPA ratios?,False,graph_check,3a06b31f-38ae-4276-b2c6-93e15d8bfabf,"['HAS_METRIC', 'MetricObservation']",9,9,"Utkarsh Small Finance Bank maintains a gross NPA ratio of 6.09%, reflecting unresolved legacy stress, alongside a net NPA ratio of 2.86%, which marks the highest level of asset-quality stress in its segment.",Relevant
"What is Utkarsh Small Finance Bank's capital adequacy ratio (CRAR), and its CET1 ratio if disclosed?",False,graph_check,3a06b31f-38ae-4276-b2c6-93e15d8bfabf,"['HAS_METRIC', 'MetricObservation']",9,9,The retrieved facts do not provide information on Utkarsh Small Finance Bank's capital adequacy ratio (CRAR) or its CET1 ratio.,Not relevant
What are Utkarsh Small Finance Bank's return on assets (ROA) and return on equity (ROE) for the latest quarter?,False,graph_check,3a06b31f-38ae-4276-b2c6-93e15d8bfabf,"['HAS_METRIC', 'MetricObservation']",9,9,,Not relevant
What was Utkarsh Small Finance Bank's total advances (loan book) and deposit growth in the latest quarter?,False,graph_check,3a06b31f-38ae-4276-b2c6-93e15d8bfabf,"['HAS_METRIC', 'MetricObservation']",9,9,"In Q1 FY27, Utkarsh Small Finance Bank accumulated total deposits of ₹22,053 crore, reflecting weak year-on-year growth. However, the retrieved facts do not cover the total advances or loan book growth for that quarter, aside from reporting gross loans amounting to ₹19,612 crore.",Somewhat relevant
"What credit ratings has Utkarsh Small Finance Bank received, and from which rating agencies?",False,graph_check,3a06b31f-38ae-4276-b2c6-93e15d8bfabf,['HAS_RATING'],2,2,"Utkarsh Small Finance Bank received an A- Stable rating on a proposed Tier II bond from CARE Ratings as of September 1, 2026. Additionally, the bank holds a Negative outlook rating over asset-quality stress as of May 22, 2025.",Somewhat relevant
"Roughly how many branches and ATMs does Utkarsh Small Finance Bank operate, and as of what date?",True,summary_fallback,3a06b31f-38ae-4276-b2c6-93e15d8bfabf,[],0,0,,Not relevant
"What products and services does Utkarsh Small Finance Bank offer, and which customer segments does it serve?",True,graph_check,3a06b31f-38ae-4276-b2c6-93e15d8bfabf,"['OFFERS_PRODUCT', 'SERVES']",0,4,"The retrieved facts do not cover the specific products, services, and customer segments that Utkarsh Small Finance Bank offers and serves.",Not relevant
What is Suryoday Small Finance Bank's ticker symbol and on which exchange(s) does it trade?,True,summary_fallback,462386a3-7982-4909-9a6f-2a2cbbd09377,[],0,4,The retrieved facts do not cover Suryoday Small Finance Bank's ticker symbol or the exchange(s) on which it trades.,Not relevant
"Who is the current MD & CEO (or Chairman, where that is the top executive title) of Suryoday Small Finance Bank?",False,graph_check,462386a3-7982-4909-9a6f-2a2cbbd09377,"['GovernanceRole', 'HOLDS_ROLE']",2,2,"The current MD & CEO of Suryoday Small Finance Bank is Baskar Babu Ramachandran, who has held the role for roughly 18.7 years. Additionally, Krishna Nair serves as the independent, non-executive part-time chairman of the bank.",Relevant
